id,tweet,subtask_a,subtask_b,subtask_c
11640,i was not proposing scare tactics i really meant what i said trump can easily pull the good maga republicans and can easily steal enough votes from gop dem and independents and will bring fresh breath to our rotten politics think about it,OFF,TIN,IND
47009,only a liberal would support a liberal that spent a million to get liberals elected to office libfail,OFF,TIN,GRP
90912,notice how everyone avoids this tweet index pointing up index pointing up they might think you are referring to the m face with tears of joy face with tears of joy but not me comrade i stalk everyone love you gesture love you gesture,NOT,,
97936,it is so weirdly vicious and bitter to extrapolate from everyone should have access to decent health care to liberals think all criminals should be free it reveals a pretty brutalist and impenetrable mind,OFF,TIN,GRP
12531,what the fuck game are you watching,OFF,UNT,
61448,he is all grown up loudly crying face loudly crying face loudly crying face,NOT,,
23853,health amp nature under threat from uk us,NOT,,
58454,why did not kavanaugh need terms guilty people those are the ones that need terms let me clue you in the y are worried that she is going to make a terrible impression and will not be believable the y are trying to manage that concern,NOT,,
63262,do not perpetuate colonialism if you are going to talk about puerto rico you must have puerto ricans in the panel jeez uz fucking christ how difficult can that be di sporaen resistencia,NOT,,
13136,an anonymous message to antifa q qanon the great awakening commie clowns resistance rises resistance,NOT,,
74670,antifa has no place in society,NOT,,
45111,has two votes in our home west texas is stoked about him he is inspiring he can do this,NOT,,
72024,why why are liberals so trashy,OFF,TIN,GRP
11405,grape,NOT,,
90605,hello somebody need hyuk jae now she is in danger by watching your fan cams,NOT,,
28728,he never did show much intelligence,NOT,,
98547,yes i saw this and i will say tapper kept basket her and she kept coming back with stupid answers and he finally gave up i do not think he is a big fan of her policies he is not that stupid please,OFF,TIN,IND
98382,if you go by anything other than he or she you are fucked in the head,OFF,TIN,IND
80430,are you sure she was t just thinking about herself,NOT,,
68007,it is a guy guy looks like a sheila qanon maga great awakening crocodile dundee,NOT,,
88809,here s the problem if you go back to fast and furious you have proof that the atf was looking to influence gun control in the us it may be preposterous that the government would fake sandy hook is not facilitating a drug war somewhat similar,NOT,,
71577,all you need to know is he is empty inside,OFF,TIN,IND
15863,oh dear i am so sorry you are having migraine i have them as well sending up prayers for you red heart smiling face with smiling eyes rose,NOT,,
11918,my sister by far she is the kindest sweetest person alive use to be my grandma but she passed in may that woman was a saint even had a song written about her my mom s a saint written by her children of course,NOT,,
17391,the liberals are mentally unstable,OFF,TIN,GRP
34443,who authorized a search warrant of mr jean home racist what about her drug test this is pre mediated murder he will not be slandered he is the victim,OFF,TIN,IND
87904,what would this line putz know about what conservatives think,NOT,,
19732,dude why r u trolling ash rock z beaming face with smiling eyes he is our guy just in a hurry to see bjp govt in state,NOT,,
52972,she is said before that she will always be praying for him even tho she cannot do anything i am sure she is heart broken as well at the events,NOT,,
20800,which one is it is there an active threat that you could be shot that is driving the need for gun control or is the idea that the threat exists hypothetical so i have an excuse to carry a big scary gun,NOT,,
39866,get a life,NOT,,
18348,containers of hurricane donations found rotting in puerto rico parking lot,NOT,,
61093,followed all fantastic maga patriots heavy heart exclamation look forward to you following back thank you amp have a wonderful day united states folded h and s two hearts,NOT,,
75384,the suicide rate in america is similar to other countries that have strict gun control they use other the u k jumping from cliffs and bridges is a common method,NOT,,
68664,are you joining anti fa,NOT,,
90705,apparently durbin has amnesia,NOT,,
83290,canada has regulated firearms since the last quarter of the th century those laws have probably contributed to canada having only as many handguns in circulation as in the us,NOT,,
22185,i have heard he is making waves,OFF,TIN,IND
13257,it is anita hill versus clarence thomas all over again i hope this confirmation process has the same end result maga smiling face with smiling eyes thumb s up medium light skin to ne clapping h and s medium light skin tone folded hands medium light skin tone victory hand medium light skin tone police officer light skin tone woman pilot light skin tone united states puerto rico,NOT,,
90575,boi if you do not,NOT,,
37630,rd time in my teacher career that i have had a parent tell me that he she is praying for me i always consider that a win clapping h and s light skin tone clapping h and s light skin tone teacher life pray all of the prayers,NOT,,
51377,you are most welcome whysjamescryin,NOT,,
51635,funny watching these liberals all of a sudden do a on being transparent warner had no problems with leaks now when the truth is out he has issues it is over some people are in big trouble warner is likely one of the m,NOT,,
14407,brown like you,NOT,,
87366,you ladies always make me smile if you know what i mean face with tongue,NOT,,
77089,thursdaythoughts fuck liberal s forever,OFF,TIN,GRP
27974,did you have to scalp custer,NOT,,
79972,once again it is been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the a criminal *don t* care about gun laws,OFF,TIN,GRP
