text,character,text_norm,token_text_norm,POS,POS_tagged,f_measure,word_count,length,diag_act,LE_C,TS,mispelled
Look I know you're hurting right now. But put yourself in my shoes for five seconds. Failed marriage. No kids. No girlfriend. Nada. No you've got a woman that loves you and wants to marry ya. That's like gold dust mate.,GARRY,look i know you 're hurting right now . but put yourself in my shoes for five seconds . failed marriage . no kids . no girlfriend . nada . no you 've got a woman that loves you and wants to marry ya . that 's like gold dust mate .,look know youre hurting right put shoe five second failed marriage kid girlfriend nada youve got woman love want marry ya thats like gold dust mate,VB PRP VBP PRP VBP VBG RB RB . CC VBD PRP IN PRP$ NNS IN CD NNS . VBD NN . DT NNS . DT NN . NNP . NNP PRP VBP VBN DT NN WDT VBZ PRP CC VBZ TO VB PRP . DT VBZ IN NN NN NN .,Look_VB I_PRP know_VBP you_PRP 're_VBP hurting_VBG right_RB now_RB ._. But_CC put_VBD yourself_PRP in_IN my_PRP$ shoes_NNS for_IN five_CD seconds_NNS ._. Failed_VBD marriage_NN ._. No_DT kids_NNS ._. No_DT girlfriend_NN ._. Nada_NNP ._. No_NNP you_PRP 've_VBP got_VBN a_DT woman_NN that_WDT loves_VBZ you_PRP and_CC wants_VBZ to_TO marry_VB ya_PRP ._. That_DT 's_VBZ like_IN gold_NN dust_NN mate_NN ._.,47.72727272727273,44,219,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",41,5.0,0
No...,TANYA,no ...,,DT . . .,No_DT ._. ._. ._.,100.0,1,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
"Wait, Mum, I'm coming with ya. I didn't mean what I said. This has all been a big mistake. Look let's go home. I'll make us a nice cauliflower cheese?",HEATHER,"wait , mum , i 'm coming with ya . i did n't mean what i said . this has all been a big mistake . look let 's go home . i 'll make us a nice cauliflower cheese ?",wait mum im coming ya didnt mean said big mistake look let go home ill make u nice cauliflower cheese,"NNP , NNP , PRP VBP VBG IN NN . PRP VBD RB VB WP PRP VBD . DT VBZ DT VBN DT JJ NN . NNP NN POS VB NN . PRP MD VB PRP DT JJ NN NN .","Wait_NNP ,_, Mum_NNP ,_, I_PRP 'm_VBP coming_VBG with_IN ya_NN ._. I_PRP did_VBD n't_RB mean_VB what_WP I_PRP said_VBD ._. This_DT has_VBZ all_DT been_VBN a_DT big_JJ mistake_NN ._. Look_NNP let_NN 's_POS go_VB home_NN ._. I_PRP 'll_MD make_VB us_PRP a_DT nice_JJ cauliflower_NN cheese_NN ?_.",50.0,34,150,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",30,1.0,0
That's Dead Arm.,GARRY,that 's dead arm .,thats dead arm,DT VBZ JJ NNP .,That_DT 's_VBZ Dead_JJ Arm_NNP ._.,75.0,4,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",3,1.0,0
Well get back in there and do your job.DR,SEAN,well get back in there and do your job.dr,well get back job dr,NNP VB RB IN EX CC VB PRP$ NN . VB,Well_NNP get_VB back_RB in_IN there_EX and_CC do_VB your_PRP$ job_NN ._. DR_VB,40.0,10,41,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",9,1.0,0
Just wanted to say thanks. Looks like it's gonna be a busy night.,JACK,just wanted to say thanks . looks like it 's gon na be a busy night .,wanted say thanks look like gonna busy night,RB VBN TO VB NNS . VBZ IN PRP VBZ JJ RB VB DT JJ NN .,Just_RB wanted_VBN to_TO say_VB thanks_NNS ._. Looks_VBZ like_IN it_PRP 's_VBZ gon_JJ na_RB be_VB a_DT busy_JJ night_NN ._.,43.333333333333336,15,65,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",13,3.0,0
I'm glad to hear it! I shouldn't be confronted by some hairy bloke's lunchbox every time I wanna stick the kettle on. What about the kids!,IAN,i 'm glad to hear it ! i should n't be confronted by some hairy bloke 's lunchbox every time i wan na stick the kettle on . what about the kids !,im glad hear shouldnt confronted hairy bloke lunchbox every time wanna stick kettle kid,PRP VBP JJ TO VB PRP . PRP MD RB VB VBN IN DT JJ NN POS NN DT NN PRP VBP TO VB DT NN IN . WP IN DT NNS .,I_PRP 'm_VBP glad_JJ to_TO hear_VB it_PRP !_. I_PRP should_MD n't_RB be_VB confronted_VBN by_IN some_DT hairy_JJ bloke_NN 's_POS lunchbox_NN every_DT time_NN I_PRP wan_VBP na_TO stick_VB the_DT kettle_NN on_IN ._. What_WP about_IN the_DT kids_NNS !_.,53.33333333333333,30,138,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",26,6.0,1
Yeah maybe not. Last thing you need's a knock back.,CHRISTIAN,yeah maybe not . last thing you need 's a knock back .,yeah maybe last thing need knock back,UH RB RB . JJ NN PRP VBP VBZ DT NN RB .,Yeah_UH maybe_RB not_RB ._. Last_JJ thing_NN you_PRP need_VBP 's_VBZ a_DT knock_NN back_RB ._.,36.36363636363636,11,51,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",10,1.0,0
"He's married, Clare.",BRADLEY,"he 's married , clare .",he married clare,"PRP VBZ JJ , NNP .","He_PRP 's_VBZ married_JJ ,_, Clare_NNP ._.",50.0,4,20,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
You know how I feel.,SEAN,you know how i feel .,know feel,PRP VBP WRB PRP VBP .,You_PRP know_VBP how_WRB I_PRP feel_VBP ._.,0.0,5,20,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",5,2.0,0
Yes. Loads of times.,CLARE,yes . loads of times .,yes load time,UH . NNP IN NNS .,Yes_UH ._. Loads_NNP of_IN times_NNS ._.,75.0,4,20,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,1.0,0
I won't be long.,IAN,i wo n't be long .,wont long,PRP MD RB VB RB .,I_PRP wo_MD n't_RB be_VB long_RB ._.,10.0,5,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
"Oh - yeah, it's much better thanks.",IAN,"oh - yeah , it 's much better thanks .",oh yeah much good thanks,"UH : NN , PRP VBZ RB JJR NNS .","Oh_UH -_: yeah_NN ,_, it_PRP 's_VBZ much_RB better_JJR thanks_NNS ._.",42.85714285714286,7,35,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",6,3.0,0
"Er, hanging by the phone.",ROXY,"er , hanging by the phone .",er hanging phone,"NNP , VBG IN DT NN .","Er_NNP ,_, hanging_VBG by_IN the_DT phone_NN ._.",80.0,5,25,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",5,1.0,0
Iced or plain.,IAN,iced or plain .,iced plain,NNP CC NN .,Iced_NNP or_CC plain_NN ._.,83.33333333333333,3,14,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
She'll come back to me.,MAX,she 'll come back to me .,shell come back,PRP MD VB RB TO PRP .,She_PRP 'll_MD come_VB back_RB to_TO me_PRP ._.,16.66666666666667,6,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",5,2.0,0
"Go on then.  Go start the crocodile tears, just like your mother used to.",IAN,"go on then . go start the crocodile tears , just like your mother used to .",go go start crocodile tear like mother used,"VB IN RB . VB RB DT NN NNS , RB IN PRP$ NN VBN TO .","Go_VB on_IN then_RB ._. Go_VB start_RB the_DT crocodile_NN tears_NNS ,_, just_RB like_IN your_PRP$ mother_NN used_VBN to_TO ._.",46.42857142857142,14,73,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",14,6.0,0
Oh yeah?  So why does your face say different?,RONNIE,oh yeah ? so why does your face say different ?,oh yeah face say different,UH NN . RB WRB VBZ PRP$ NN VBP JJ .,Oh_UH yeah_NN ?_. So_RB why_WRB does_VBZ your_PRP$ face_NN say_VBP different_JJ ?_.,33.333333333333336,9,46,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",9,4.0,0
Here.,TANYA,here .,,RB .,Here_RB ._.,0.0,1,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
Is it just you here?,TANYA,is it just you here ?,,VBZ PRP RB PRP RB .,Is_VBZ it_PRP just_RB you_PRP here_RB ?_.,0.0,5,20,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",5,2.0,0
I feel a right nit.,MINTY,i feel a right nit .,feel right nit,PRP VBP DT JJ NN .,I_PRP feel_VBP a_DT right_JJ nit_NN ._.,60.0,5,19,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",5,2.0,0
That's why she's been checking you out all weekend.,JACK,that 's why she 's been checking you out all weekend .,thats shes checking weekend,DT VBZ WRB PRP VBZ VBN VBG PRP IN DT NN .,That_DT 's_VBZ why_WRB she_PRP 's_VBZ been_VBN checking_VBG you_PRP out_IN all_DT weekend_NN ._.,36.36363636363636,11,51,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",9,4.0,0
"Alright alright, just take it easy.",IAN,"alright alright , just take it easy .",alright alright take easy,"NNP NN , RB VB PRP JJ .","Alright_NNP alright_NN ,_, just_RB take_VB it_PRP easy_JJ ._.",50.0,6,35,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",6,2.0,0
‚God save the queen.  Her fascist regime. They made you a moron - ‚,CHRISTIAN,‚god save the queen . her fascist regime . they made you a moron - ‚,god save queen fascist regime made moron,NNS VBP DT NN . PRP$ JJ NN . PRP VBD PRP DT SYM : NN,‚God_NNS save_VBP the_DT queen_NN ._. Her_PRP$ fascist_JJ regime_NN ._. They_PRP made_VBD you_PRP a_DT moron_SYM -_: ‚_NN,58.33333333333333,13,67,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",13,3.0,2
"Dance, yeah, yeah, yeah alright.",GARRY,"dance , yeah , yeah , yeah alright .",dance yeah yeah yeah alright,"NN , UH , UH , JJ NN .","Dance_NN ,_, yeah_UH ,_, yeah_UH ,_, yeah_JJ alright_NN ._.",60.0,5,32,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",5,2.0,0
Max...,TANYA,max ...,max,NNP . . .,Max_NNP ._. ._. ._.,100.0,1,6,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
I'm multi-talented Jane. Ian doesn't know how lucky he is having me as a partner.,CHRISTIAN,i 'm multi-talented jane . ian does n't know how lucky he is having me as a partner .,im multitalented jane ian doesnt know lucky partner,PRP VBP JJ NNP . NNP VBZ RB VB WRB JJ PRP VBZ VBG PRP IN DT NN .,I_PRP 'm_VBP multi-talented_JJ Jane_NNP ._. Ian_NNP does_VBZ n't_RB know_VB how_WRB lucky_JJ he_PRP is_VBZ having_VBG me_PRP as_IN a_DT partner_NN ._.,41.17647058823529,18,81,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",15,5.0,1
"No, course not.  I'm going to nip out.  Give you love birds some privacy.You alright, stalker.  She's in there.",SEAN,"no , course not . i 'm going to nip out . give you love birds some privacy.you alright , stalker . she 's in there .",course im going nip give love bird privacy alright stalker shes,"DT , NN RB . PRP VBP VBG TO VB RP . VB PRP VB NNS DT NN . PRP VBD , NN . PRP VBZ IN RB .","No_DT ,_, course_NN not_RB ._. I_PRP 'm_VBP going_VBG to_TO nip_VB out_RP ._. Give_VB you_PRP love_VB birds_NNS some_DT privacy_NN ._. You_PRP alright_VBD ,_, stalker_NN ._. She_PRP 's_VBZ in_IN there_RB ._.",36.36363636363636,22,111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",19,10.0,0
So why sneak around then? Why don't you just tell him? Why don't you just get everything out in the open?,STACEY,so why sneak around then ? why do n't you just tell him ? why do n't you just get everything out in the open ?,sneak around dont tell dont get everything open,RB WRB NN IN RB . WRB VBP RB PRP RB VB PRP . WRB VBP RB PRP RB VB NN RP IN DT JJ .,So_RB why_WRB sneak_NN around_IN then_RB ?_. Why_WRB do_VBP n't_RB you_PRP just_RB tell_VB him_PRP ?_. Why_WRB do_VBP n't_RB you_PRP just_RB get_VB everything_NN out_RP in_IN the_DT open_JJ ?_.,28.260869565217394,23,105,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",21,3.0,0
"And the bed's going over there. Kingsize, obviously, for when I'm entertaining. And I'd better put a proper hob in, so Noah can have his back...",CHRISTIAN,"and the bed 's going over there . kingsize , obviously , for when i 'm entertaining . and i 'd better put a proper hob in , so noah can have his back ...",bed going kingsize obviously im entertaining id well put proper hob noah back,"CC DT NN POS VBG IN RB . NNP , RB , IN WRB PRP VBP VBG . CC PRP MD VB VB DT JJ NN IN , IN NNP MD VB PRP$ NN . . .","And_CC the_DT bed_NN 's_POS going_VBG over_IN there_RB ._. Kingsize_NNP ,_, obviously_RB ,_, for_IN when_WRB I_PRP 'm_VBP entertaining_VBG ._. And_CC I_PRP 'd_MD better_VB put_VB a_DT proper_JJ hob_NN in_IN ,_, so_IN Noah_NNP can_MD have_VB his_PRP$ back_NN ._. ._. ._.",50.0,29,144,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",26,5.0,1
My feelings exactly.,TANYA,my feelings exactly .,feeling exactly,PRP$ NNS RB .,My_PRP$ feelings_NNS exactly_RB ._.,33.333333333333336,3,20,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",3,15.0,0
Tan...,MAX,tan ...,tan,NNP . . .,Tan_NNP ._. ._. ._.,100.0,1,6,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
I ain't lending you any money -,PHIL,i ai n't lending you any money -,aint lending money,PRP VBP RB VBG PRP DT NN :,I_PRP ai_VBP n't_RB lending_VBG you_PRP any_DT money_NN -_:,28.571428571428577,7,31,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,7.0,0
"Look, I know this orders only for twenty people, but my mate at the Council reckons he could turn this into a regular.",IAN,"look , i know this orders only for twenty people , but my mate at the council reckons he could turn this into a regular .",look know order twenty people mate council reckons could turn regular,"NNP , PRP VBP DT NNS RB IN JJ NNS , CC PRP$ NN IN DT NNP NNS PRP MD VB DT IN DT JJ .","Look_NNP ,_, I_PRP know_VBP this_DT orders_NNS only_RB for_IN twenty_JJ people_NNS ,_, but_CC my_PRP$ mate_NN at_IN the_DT Council_NNP reckons_NNS he_PRP could_MD turn_VB this_DT into_IN a_DT regular_JJ ._.",69.56521739130434,23,118,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",23,10.0,0
What are you doing back here?,STACEY,what are you doing back here ?,back,WP VBP PRP VBG RB RB .,What_WP are_VBP you_PRP doing_VBG back_RB here_RB ?_.,7.105427357601002e-15,6,29,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",6,1.0,0
No. Mum asked me to lie Hev.  To paint her as a villain so Minty wouldn't blame himself. Trouble is he blames me. Thinks I put her up to it.,GARRY,no . mum asked me to lie hev . to paint her as a villain so minty would n't blame himself . trouble is he blames me . thinks i put her up to it .,mum asked lie hev paint villain minty wouldnt blame trouble blame think put,DT . NNP VBD PRP TO VB NNP . TO VB PRP IN DT NN IN NNP MD RB VB PRP . JJ VBZ PRP VBZ PRP . VBZ PRP VBD PRP RP TO PRP .,No_DT ._. Mum_NNP asked_VBD me_PRP to_TO lie_VB Hev_NNP ._. To_TO paint_VB her_PRP as_IN a_DT villain_NN so_IN Minty_NNP would_MD n't_RB blame_VB himself_PRP ._. Trouble_JJ is_VBZ he_PRP blames_VBZ me_PRP ._. Thinks_VBZ I_PRP put_VBD her_PRP up_RP to_TO it_PRP ._.,37.096774193548384,31,140,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",30,3.0,1
I'll book us a hotel Tan.  Wherever you want to go. Just say.,MAX,i 'll book us a hotel tan . wherever you want to go . just say .,ill book u hotel tan wherever want go say,PRP MD NN PRP DT NN NNP . NNP PRP VBP TO VB . NNP VBP .,I_PRP 'll_MD book_NN us_PRP a_DT hotel_NN Tan_NNP ._. Wherever_NNP you_PRP want_VBP to_TO go_VB ._. Just_NNP say_VBP ._.,50.0,14,61,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",13,6.0,0
You what?,PHIL,you what ?,,PRP WP .,You_PRP what_WP ?_.,0.0,2,9,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
Where's Steven?,JANE,where 's steven ?,wheres steven,WRB POS NNP .,Where_WRB 's_POS Steven_NNP ?_.,50.0,3,15,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",2,0.0,0
"No, you're busy, I've got a headache.  And er by the way - welcome back.",PHIL,"no , you 're busy , i 've got a headache . and er by the way - welcome back .",youre busy ive got headache er way welcome back,"DT , PRP VBP JJ , PRP VBP VBD DT NN . CC JJ IN DT NN : NN RB .","No_DT ,_, you_PRP 're_VBP busy_JJ ,_, I_PRP 've_VBP got_VBD a_DT headache_NN ._. And_CC er_JJ by_IN the_DT way_NN -_: welcome_NN back_RB ._.",59.375,16,72,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",14,3.0,0
Sorry love. I'm skint.,STEVEN,sorry love . i 'm skint .,sorry love im skint,NNP NN . PRP VBP JJ .,Sorry_NNP love_NN ._. I_PRP 'm_VBP skint_JJ ._.,60.0,5,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
No not at all. Sorry she gave you such a hard time.,MAX,no not at all . sorry she gave you such a hard time .,sorry gave hard time,DT RB IN DT . NNP PRP VBD PRP PDT DT JJ NN .,No_DT not_RB at_IN all_DT ._. Sorry_NNP she_PRP gave_VBD you_PRP such_PDT a_DT hard_JJ time_NN ._.,66.66666666666666,12,51,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",12,0.0,0
"It's not that I don't want you here, Steven... I've just got to get used to having someone new around.",JANE,"it 's not that i do n't want you here , steven ... i 've just got to get used to having someone new around .",dont want steven ive got get used someone new around,"PRP VBZ RB IN PRP VBP RB VB PRP RB , NNP . . . PRP VBP RB VBN TO VB VBN TO VBG NN JJ IN .","It_PRP 's_VBZ not_RB that_IN I_PRP do_VBP n't_RB want_VB you_PRP here_RB ,_, Steven_NNP ._. ._. ._. I_PRP 've_VBP just_RB got_VBN to_TO get_VB used_VBN to_TO having_VBG someone_NN new_JJ around_IN ._.",26.086956521739133,23,102,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",20,4.0,0
He's still my husband.,STACEY,he 's still my husband .,he still husband,PRP VBZ RB PRP$ NN .,He_PRP 's_VBZ still_RB my_PRP$ husband_NN ._.,20.0,5,22,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,1.0,0
Off anywhere nice?,CHRISTIAN,off anywhere nice ?,anywhere nice,IN JJ NNS .,Off_IN anywhere_JJ nice_NNS ?_.,100.0,3,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",3,1.0,0
"Yeah, yeah you are.",STEVEN,"yeah , yeah you are .",yeah yeah,"UH , IN PRP VBP .","Yeah_UH ,_, yeah_IN you_PRP are_VBP ._.",25.0,4,19,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
It's your mum. She's in a right state.,HEATHER,it 's your mum . she 's in a right state .,mum shes right state,PRP VBZ PRP$ NN . PRP VBZ IN DT JJ NN .,It_PRP 's_VBZ your_PRP$ mum_NN ._. She_PRP 's_VBZ in_IN a_DT right_JJ state_NN ._.,50.0,10,38,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",8,0.0,0
... Now I want you to phone up Tanya and tell her you're not coming in today alright?,MINTY,... now i want you to phone up tanya and tell her you 're not coming in today alright ?,want phone tanya tell youre coming today alright,. . . RB PRP VBP PRP TO NN RP NNP CC VB PRP$ PRP VBP RB VBG IN NN NN .,._. ._. ._. Now_RB I_PRP want_VBP you_PRP to_TO phone_NN up_RP Tanya_NNP and_CC tell_VB her_PRP$ you_PRP 're_VBP not_RB coming_VBG in_IN today_NN alright_NN ?_.,36.111111111111114,18,85,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",17,6.0,0
Steven's worked there before ain't he?  He can manage.   Half and a white wine thanks.   How do you reckon he's doing?,IAN,steven 's worked there before ai n't he ? he can manage . half and a white wine thanks . how do you reckon he 's doing ?,stevens worked aint manage half white wine thanks reckon he,NNP POS VBN EX IN VBP RB PRP . PRP MD VB . NNP CC DT JJ NN NNS . WRB VBP PRP VB PRP VBZ VBG .,Steven_NNP 's_POS worked_VBN there_EX before_IN ai_VBP n't_RB he_PRP ?_. He_PRP can_MD manage_VB ._. Half_NNP and_CC a_DT white_JJ wine_NN thanks_NNS ._. How_WRB do_VBP you_PRP reckon_VB he_PRP 's_VBZ doing_VBG ?_.,37.5,24,118,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",21,7.0,0
"Back off, you ain't helping!",SEAN,"back off , you ai n't helping !",back aint helping,"RB RP , PRP VBP RB VBG .","Back_RB off_RP ,_, you_PRP ai_VBP n't_RB helping_VBG !_.",8.333333333333343,6,28,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",5,2.0,0
Why don't you get Clare a taxi Ian?,JANE,why do n't you get clare a taxi ian ?,dont get clare taxi ian,WRB VBP RB PRP VB NNP DT NN NNP .,Why_WRB do_VBP n't_RB you_PRP get_VB Clare_NNP a_DT taxi_NN Ian_NNP ?_.,44.44444444444444,9,35,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",8,0.0,0
Oh I don't really --,IAN,oh i do n't really --,oh dont really,UH PRP VBP RB RB :,Oh_UH I_PRP do_VBP n't_RB really_RB --_:,0.0,5,20,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
"No, you deserve a lie in - they'll be fine on their own.  What time's your test?",TANYA,"no , you deserve a lie in - they 'll be fine on their own . what time 's your test ?",deserve lie theyll fine time test,"DT , PRP VBP DT NN IN : PRP MD VB VBN IN PRP$ JJ . WP NN POS PRP$ NN .","No_DT ,_, you_PRP deserve_VBP a_DT lie_NN in_IN -_: they_PRP 'll_MD be_VB fine_VBN on_IN their_PRP$ own_JJ ._. What_WP time_NN 's_POS your_PRP$ test_NN ?_.",50.0,18,80,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",16,5.0,0
"It's not the wedding...well it is ‚cause Shirley, she was going to be my bridesmaid and... Shirley! Shirley",HEATHER,"it 's not the wedding ... well it is ‚cause shirley , she was going to be my bridesmaid and ... shirley ! shirley",wedding well cause shirley going bridesmaid shirley shirley,"PRP VBZ RB DT NN . . . IN PRP VBZ JJ NNP , PRP VBD VBG TO VB PRP$ NN CC . . . NN . NNP","It_PRP 's_VBZ not_RB the_DT wedding_NN ._. ._. ._. well_IN it_PRP is_VBZ ‚cause_JJ Shirley_NNP ,_, she_PRP was_VBD going_VBG to_TO be_VB my_PRP$ bridesmaid_NN and_CC ._. ._. ._. Shirley_NN !_. Shirley_NNP",45.0,20,107,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",18,6.0,1
"Hello Max, it's me.  Listen, you know you said you wanted to see Abi...  I thought we could do lunch.",TANYA,"hello max , it 's me . listen , you know you said you wanted to see abi ... i thought we could do lunch .",hello max listen know said wanted see abi thought could lunch,"NNP NNP , PRP VBZ PRP . VB , PRP VBP PRP VBD PRP VBD TO VB NNP . . . PRP VBD PRP MD VB NN .","Hello_NNP Max_NNP ,_, it_PRP 's_VBZ me_PRP ._. Listen_VB ,_, you_PRP know_VBP you_PRP said_VBD you_PRP wanted_VBD to_TO see_VB Abi_NNP ._. ._. ._. I_PRP thought_VBD we_PRP could_MD do_VB lunch_NN ._.",23.809523809523817,21,101,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",20,8.0,0
Yeah when he wants something.,CLARE,yeah when he wants something .,yeah want something,NN WRB PRP VBZ NN .,Yeah_NN when_WRB he_PRP wants_VBZ something_NN ._.,40.0,5,29,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",5,2.0,0
Why not?,JANE,why not ?,,WRB RB .,Why_WRB not_RB ?_.,0.0,2,8,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",2,0.0,0
Thanks Dot.,HEATHER,thanks dot .,thanks dot,NNS NNP .,Thanks_NNS Dot_NNP ._.,100.0,2,11,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
I'm so sorry but our hairdresser's off today.  If you wouldn't mind waiting another twenty minutesI'd behappy to...,TANYA,i 'm so sorry but our hairdresser 's off today . if you would n't mind waiting another twenty minutesi 'd behappy to ...,im sorry hairdresser today wouldnt mind waiting another twenty minutesid behappy,PRP VBP RB JJ CC PRP$ NN POS RP NN . IN PRP MD RB VB VBG DT NN NN MD VB TO . . .,I_PRP 'm_VBP so_RB sorry_JJ but_CC our_PRP$ hairdresser_NN 's_POS off_RP today_NN ._. If_IN you_PRP would_MD n't_RB mind_VB waiting_VBG another_DT twenty_NN minutesI_NN 'd_MD behappy_VB to_TO ._. ._. ._.,45.45454545454545,22,115,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",18,12.0,3
